,NS,surface_total_in_m2,rooms,price
18179,20,49.0,1.0,1836000.0
18180,16,34.0,1.0,92400.0
18181,54,51.0,2.0,165000.0
18182,7,44.0,1.0,100000.0
18183,7,87.0,2.0,172000.0
18184,16,33.0,1.0,92400.0
18185,16,33.0,1.0,90200.0
18186,12,65.0,3.0,157000.0
18187,12,39.0,1.0,92000.0
18188,12,65.0,3.0,171000.0
18190,35,49.0,1.0,1908000.0
18191,16,46.0,2.0,1870000.0
18192,25,36.0,1.0,75000.0
18194,39,44.0,1.0,118600.0
18195,7,35.0,1.0,90500.0
18196,32,33.0,2.0,82000.0
18197,49,104.0,3.0,315000.0
18198,39,44.0,1.0,114500.0
18207,7,32.0,1.0,83500.0
18208,16,36.0,1.0,76800.0
18211,54,28.0,1.0,75000.0
18215,34,44.0,1.0,118125.0
18216,34,44.0,1.0,118125.0
18220,51,28.0,1.0,75000.0
18227,48,40.0,2.0,87000.0
18256,54,80.0,3.0,280000.0
18316,4,200.0,4.0,220000.0
18320,53,73.0,3.0,340000.0
18326,17,570.0,6.0,410000.0
18327,25,570.0,6.0,410000.0
18328,17,570.0,6.0,410000.0
18329,12,570.0,6.0,410000.0
18330,25,570.0,6.0,410000.0
18437,54,225.0,5.0,800000.0
18442,46,72.0,3.0,197000.0
18507,9,82.0,3.0,235000.0
18542,39,32.0,1.0,72000.0
18637,46,60.0,2.0,138000.0
18650,56,96.0,2.0,450000.0
18651,20,77.0,1.0,130000.0
18676,46,43.0,2.0,120000.0
18711,37,173.0,4.0,325000.0
18770,56,46.0,2.0,80000.0
18821,34,104.0,4.0,480000.0
18822,34,214.0,6.0,325000.0
18823,35,144.0,6.0,178000.0
18848,6,61.0,3.0,130000.0
18851,56,97.0,4.0,270000.0
18880,53,400.0,5.0,1900000.0
18882,53,220.0,3.0,960000.0
18885,32,429.0,5.0,390000.0
18900,51,181.0,4.0,1200000.0
18912,53,45.0,1.0,149900.0
18937,34,49.0,2.0,89900.0
18945,9,171.0,6.0,215000.0
18961,39,40.0,1.0,125000.0
18962,39,53.0,2.0,129500.0
18963,39,79.0,3.0,220990.0
18964,39,133.0,4.0,375200.0
18965,58,72.0,3.0,251280.0
18966,58,69.0,3.0,234600.0
18967,58,69.0,3.0,231150.0
18979,11,95.0,4.0,135000.0
18982,12,220.0,6.0,320000.0
18992,9,230.0,8.0,298500.0
19067,54,220.0,5.0,399800.0
19076,32,160.0,6.0,270000.0
19081,56,134.0,3.0,684618.0
19082,46,35.0,1.0,1781541.0
19140,18,370.0,7.0,295000.0
19189,27,65.0,3.0,295000.0
19193,12,160.0,4.0,245000.0
19242,54,246.0,6.0,520000.0
19243,54,74.0,3.0,181229.0
19265,51,220.0,5.0,680000.0
19268,53,100.0,3.0,388500.0
19294,4,23.0,1.0,45000.0
19306,12,80.0,4.0,170000.0
19343,39,50.0,1.0,99360.0
19352,51,130.0,3.0,320000.0
19358,47,47.0,1.0,157259.0
19359,47,67.0,1.0,225711.0
19360,47,95.0,3.0,301077.0
19361,27,83.0,4.0,175000.0
19370,54,51.0,2.0,147900.0
19403,56,160.0,6.0,395000.0
19405,54,293.0,4.0,890000.0
19468,12,83.0,4.0,155000.0
19474,54,51.0,2.0,149700.0
19475,54,60.0,2.0,173500.0
19476,54,50.0,2.0,155500.0
19477,54,51.0,2.0,149500.0
19515,54,43.0,1.0,155000.0
19516,54,43.0,2.0,155000.0
19517,54,43.0,1.0,120000.0
19518,54,43.0,2.0,120000.0
19519,54,43.0,1.0,155000.0
19520,54,43.0,2.0,155000.0
19521,54,43.0,1.0,120000.0
19522,54,43.0,2.0,120000.0
19523,53,225.0,4.0,1890000.0
19533,19,36.0,1.0,98000.0
19534,39,67.0,3.0,140000.0
19542,9,61.0,2.0,108000.0
19628,9,160.0,4.0,260000.0
19629,19,160.0,4.0,260000.0
19676,44,54.0,2.0,110000.0
19690,59,478.0,5.0,1490000.0
19727,56,220.0,5.0,670000.0
19752,9,39.0,1.0,95000.0
19792,46,240.0,5.0,345000.0
19794,12,70.0,3.0,90000.0
19820,50,502.0,6.0,1250000.0
19826,56,87.0,4.0,250000.0
19827,56,95.0,3.0,300000.0
19828,41,157.0,4.0,310000.0
19830,20,51.0,2.0,120000.0
19831,20,51.0,2.0,135000.0
19838,56,40.0,1.0,200000.0
19839,56,190.0,4.0,820000.0
19850,13,218.0,4.0,208000.0
19884,18,220.0,3.0,233000.0
19930,19,240.0,7.0,210000.0
19934,19,240.0,7.0,210000.0
19946,49,106.0,3.0,322000.0
20188,56,160.0,6.0,490000.0
20233,56,70.0,1.0,143900.0
20234,56,89.0,1.0,163000.0
20243,10,297.0,7.0,370000.0
20294,60,90.0,3.0,440000.0
20514,13,45.0,3.0,115000.0
20614,35,99.0,2.0,192751.0
20615,35,35.0,1.0,83331.0
20660,10,25.0,1.0,73000.0
20712,54,51.0,2.0,110000.0
20727,53,153.0,4.0,395000.0
20740,54,93.0,3.0,238000.0
20743,9,38.0,2.0,79000.0
20752,9,108.0,3.0,180000.0
20755,32,76.0,3.0,147000.0
20768,11,29.0,1.0,56000.0
20771,53,305.0,4.0,1090000.0
20919,46,38.0,1.0,104490.0
21006,39,95.0,4.0,225000.0
21007,46,60.0,2.0,165000.0
21010,10,75.0,3.0,155000.0
21091,19,50.0,2.0,110000.0
21128,56,135.0,3.0,530000.0
21129,51,135.0,3.0,530000.0
21130,51,135.0,3.0,530000.0
21131,56,135.0,3.0,530000.0
21132,56,135.0,3.0,530000.0
21133,51,135.0,3.0,530000.0
21134,51,130.0,4.0,320000.0
21135,56,130.0,4.0,320000.0
21136,56,130.0,3.0,320000.0
21137,51,130.0,3.0,320000.0
21138,51,130.0,3.0,320000.0
21139,56,130.0,3.0,320000.0
21152,53,45.0,1.0,127400.0
21154,41,208.0,6.0,330000.0
21155,45,460.0,7.0,590000.0
21164,54,122.0,3.0,365000.0
21165,56,175.0,5.0,950000.0
21166,56,187.0,5.0,410000.0
21167,51,122.0,5.0,295000.0
21171,53,330.0,7.0,750000.0
21185,54,145.0,5.0,330000.0
21187,53,508.0,8.0,1500000.0
21188,10,195.0,7.0,390000.0
21189,56,118.0,5.0,385000.0
21190,50,300.0,6.0,970000.0
21191,56,401.0,4.0,995000.0
21197,51,115.0,5.0,390000.0
21199,20,94.0,4.0,180000.0
21200,56,90.0,5.0,258000.0
21202,59,317.0,7.0,1400000.0
21203,54,185.0,6.0,530000.0
21204,56,185.0,4.0,790000.0
21220,51,445.0,7.0,1600000.0
21233,12,132.0,3.0,135000.0
21234,44,193.0,5.0,340000.0
21274,15,86.0,3.0,105500.0
21286,56,220.0,3.0,780000.0
21287,49,50.0,2.0,158000.0
21355,15,33.0,1.0,74000.0
21377,60,77.0,2.0,390000.0
21378,53,103.0,3.0,900000.0
21386,53,118.0,4.0,480000.0
21387,9,81.0,3.0,135000.0
21439,53,210.0,5.0,815000.0
21440,59,58.0,2.0,250000.0
21441,60,180.0,4.0,1190000.0
21442,60,190.0,4.0,1800000.0
21443,53,59.0,3.0,210000.0
21444,53,198.0,4.0,610000.0
21480,39,100.0,3.0,248000.0
21494,50,31.0,2.0,84000.0
21525,51,310.0,7.0,790000.0
21526,56,112.0,4.0,375000.0
21527,51,112.0,4.0,375000.0
21528,56,318.0,5.0,850000.0
21529,50,269.0,5.0,570000.0
21533,54,195.0,8.0,350000.0
21560,4,370.0,6.0,300000.0
21566,56,105.0,4.0,247000.0
21570,32,295.0,4.0,138000.0
21577,9,36.0,1.0,90000.0
21581,32,326.0,5.0,540000.0
21597,51,318.0,5.0,850000.0
21599,54,120.0,4.0,390000.0
21768,13,90.0,3.0,180000.0
21770,2,220.0,5.0,320000.0
21781,56,137.0,4.0,420000.0
21782,51,137.0,4.0,420000.0
21789,9,86.0,4.0,180000.0
21790,50,46.0,2.0,110000.0
21839,39,47.0,1.0,100936.0
21840,39,47.0,1.0,111929.0
21841,39,47.0,1.0,109145.0
21842,39,47.0,1.0,108661.0
21843,39,44.0,1.0,97702.0
21844,39,44.0,1.0,110778.0
21845,39,44.0,1.0,108617.0
21846,39,44.0,1.0,106704.0
21847,39,44.0,1.0,105798.0
21848,39,44.0,1.0,94272.0
21893,51,184.0,4.0,580000.0
21895,54,95.0,4.0,263000.0
21902,24,40.0,2.0,63000.0
21903,24,29.0,1.0,46000.0
21933,10,37.0,1.0,92500.0
21934,10,37.0,1.0,91300.0
21935,10,37.0,1.0,93300.0
21937,10,36.0,1.0,87000.0
21938,10,36.0,1.0,95300.0
21948,35,89.0,3.0,270000.0
21955,4,234.0,7.0,190000.0
21956,7,33.0,1.0,79700.0
21957,16,34.0,1.0,84500.0
21960,4,170.0,4.0,230000.0
21966,56,24.0,1.0,119200.0
21968,56,68.0,2.0,67800.0
21970,23,40.0,2.0,115000.0
21972,20,39.0,2.0,70000.0
21973,9,34.0,2.0,65000.0
21977,12,34.0,2.0,83000.0
21978,34,120.0,4.0,350000.0
21979,56,30.0,2.0,85000.0
21980,53,50.0,3.0,125000.0
21981,27,36.0,1.0,91300.0
21982,32,39.0,1.0,110000.0
21984,34,42.0,1.0,138000.0
21986,40,50.0,2.0,125000.0
21987,39,69.0,3.0,149900.0
21988,16,40.0,3.0,87000.0
21990,27,37.0,1.0,85500.0
21991,27,28.0,1.0,83000.0
21992,27,28.0,1.0,81000.0
21993,19,38.0,1.0,85000.0
21994,19,29.0,1.0,75000.0
21995,19,31.0,1.0,72000.0
21996,19,31.0,1.0,78000.0
21997,19,36.0,1.0,98000.0
21998,54,51.0,2.0,165000.0
21999,12,65.0,3.0,2180000.0
22000,12,39.0,1.0,1348000.0
22001,12,38.0,1.0,1318000.0
22002,12,68.0,2.0,2387000.0
22004,3,29.0,1.0,50000.0
22008,40,73.0,2.0,168000.0
22062,41,57.0,1.0,180000.0
22063,56,95.0,3.0,238000.0
22078,56,252.0,5.0,870000.0
22095,56,124.0,5.0,330000.0
22106,41,130.0,3.0,350000.0
22124,27,42.0,1.0,76000.0
22125,27,42.0,1.0,80500.0
22126,27,58.0,2.0,102000.0
22127,54,302.0,4.0,1680000.0
22131,51,252.0,5.0,870000.0
22138,41,130.0,4.0,365000.0
22143,50,39.0,2.0,105000.0
22146,60,214.0,4.0,1600000.0
22147,60,214.0,4.0,1400000.0
22148,60,188.0,3.0,1130000.0
22149,60,189.0,3.0,1250000.0
22150,60,214.0,4.0,1400000.0
22151,60,188.0,3.0,1200000.0
22152,60,214.0,4.0,1480000.0
22153,60,186.0,4.0,1164600.0
22154,60,192.0,3.0,1250000.0
22155,54,40.0,2.0,102000.0
22156,54,40.0,2.0,102000.0
22157,54,48.0,2.0,120000.0
22158,60,159.0,4.0,1111000.0
22159,60,186.0,3.0,1100000.0
22160,60,188.0,4.0,1252000.0
22163,56,208.0,6.0,650000.0
22169,34,59.0,3.0,125000.0
22170,6,86.0,3.0,168000.0
22176,8,35.0,2.0,80000.0
22208,45,35.0,1.0,83000.0
22216,35,39.0,1.0,85555.0
22218,20,43.0,1.0,1624903.0
22219,20,62.0,2.0,2248438.0
22223,39,80.0,3.0,195000.0
22228,27,64.0,3.0,134000.0
22229,41,243.0,7.0,389000.0
22236,32,74.0,3.0,185112.0
22238,20,65.0,2.0,98000.0
22245,15,62.0,2.0,84500.0
22256,53,178.0,4.0,1300000.0
22265,53,146.0,5.0,395000.0
22275,12,55.0,3.0,123500.0
22277,39,100.0,3.0,245000.0
22344,56,436.0,5.0,1100000.0
22346,12,189.0,5.0,328000.0
22350,11,54.0,2.0,85000.0
22351,56,341.0,5.0,1250000.0
22353,11,208.0,5.0,260000.0
22356,56,299.0,5.0,1800000.0
22358,46,55.0,2.0,173310.0
22359,56,291.0,4.0,880000.0
22360,50,291.0,4.0,880000.0
22363,46,39.0,1.0,114939.0
22365,54,82.0,2.0,300000.0
22368,50,191.0,5.0,430000.0
22369,58,32.0,1.0,95000.0
22372,10,35.0,2.0,79000.0
22373,54,185.0,5.0,530000.0
22375,54,320.0,4.0,1050000.0
22378,56,46.0,1.0,168000.0
22380,26,35.0,1.0,72000.0
22381,34,60.0,3.0,175000.0
22384,12,61.0,3.0,139000.0
22385,11,105.0,4.0,170000.0
22386,60,119.0,3.0,725000.0
22387,60,252.0,5.0,1750000.0
22388,50,682.0,8.0,990000.0
22389,60,180.0,3.0,1100000.0
22390,60,246.0,5.0,1700000.0
22391,60,246.0,5.0,1519000.0
22392,60,246.0,5.0,1525000.0
22393,60,185.0,5.0,1224299.0
22394,60,253.0,5.0,1622250.0
22396,46,53.0,2.0,170849.0
22397,46,46.0,2.0,198044.0
22398,46,43.0,2.0,187110.0
22399,12,50.0,2.0,70000.0
22400,12,45.0,2.0,109000.0
22402,56,172.0,3.0,780000.0
22403,50,172.0,3.0,780000.0
22405,56,187.0,8.0,395000.0
22406,40,69.0,2.0,1939464.0
22407,40,84.0,2.0,2205954.0
22409,34,54.0,2.0,115000.0
22410,57,77.0,3.0,255000.0
22412,53,230.0,7.0,520000.0
22426,60,80.0,2.0,450000.0
22434,46,37.0,1.0,1807600.0
22435,46,37.0,1.0,1807600.0
22436,46,43.0,1.0,2145902.0
22437,46,43.0,1.0,2246077.0
22438,46,35.0,1.0,1828187.0
22442,46,35.0,1.0,1965331.0
22443,46,37.0,1.0,2077635.0
22445,34,48.0,1.0,65000.0
22446,51,174.0,6.0,440000.0
22447,7,48.0,2.0,86000.0
22449,11,38.0,1.0,80000.0
22450,56,221.0,4.0,785000.0
22451,56,155.0,6.0,510000.0
22454,10,49.0,1.0,81000.0
22459,60,90.0,3.0,440000.0
22462,54,293.0,4.0,890000.0
22463,9,235.0,6.0,240000.0
22465,46,53.0,2.0,170527.0
22466,46,71.0,3.0,248864.0
22467,46,56.0,2.0,152375.0
22468,46,53.0,2.0,152375.0
22469,46,53.0,2.0,167612.0
22472,45,36.0,1.0,93000.0
22473,56,329.0,5.0,990000.0
22474,10,35.0,1.0,99000.0
22475,34,75.0,2.0,195000.0
22476,60,150.0,4.0,850000.0
22477,12,65.0,2.0,145000.0
22478,56,40.0,1.0,128651.0
22481,40,25.0,1.0,52000.0
22482,24,40.0,2.0,95000.0
22483,24,56.0,3.0,140000.0
22484,53,108.0,3.0,279000.0
22486,32,95.0,4.0,180000.0
22488,56,164.0,4.0,375000.0
22489,30,275.0,4.0,250000.0
22490,56,405.0,8.0,875000.0
22491,55,31.0,1.0,113000.0
22492,9,160.0,6.0,190000.0
22493,54,110.0,4.0,380000.0
22494,10,55.0,3.0,93000.0
22495,51,62.0,2.0,220000.0
22499,56,184.0,4.0,790000.0
22522,9,74.0,3.0,149000.0
22524,12,45.0,2.0,90000.0
22526,40,69.0,2.0,1939464.0
22527,40,84.0,2.0,2205954.0
22528,40,83.0,2.0,2190564.0
22529,40,92.0,2.0,2481516.0
22531,51,50.0,2.0,115000.0
22534,39,100.0,3.0,180000.0
22536,51,45.0,2.0,135000.0
22540,6,96.0,4.0,169000.0
22546,13,204.0,4.0,320000.0
22553,60,178.0,3.0,1050000.0
22598,49,112.0,4.0,415000.0
22624,39,25.0,1.0,68000.0
22638,6,90.0,4.0,140000.0
22643,53,66.0,2.0,235000.0
22654,20,69.0,2.0,155000.0
22670,30,50.0,2.0,92000.0
22671,53,198.0,5.0,750000.0
22675,53,227.0,5.0,849000.0
22698,54,50.0,2.0,176000.0
22699,35,43.0,1.0,1500000.0
22700,7,25.0,1.0,82000.0
22702,16,45.0,1.0,1370000.0
22703,12,37.0,1.0,79800.0
22704,19,33.0,1.0,79000.0
22713,48,44.0,1.0,110000.0
22716,52,53.0,1.0,128000.0
22717,53,132.0,3.0,259900.0
22722,6,79.0,3.0,150000.0
22723,24,267.0,6.0,285000.0
22732,26,38.0,1.0,84900.0
22734,39,39.0,1.0,117800.0
22735,39,52.0,1.0,121300.0
22741,49,37.0,1.0,110000.0
22743,39,53.0,2.0,177200.0
22744,39,79.0,3.0,236300.0
22745,39,133.0,4.0,384000.0
22747,52,70.0,3.0,257000.0
22748,52,70.0,3.0,246600.0
22751,9,55.0,2.0,115000.0
22754,26,88.0,3.0,198500.0
22755,6,97.0,4.0,169000.0
22757,39,213.0,5.0,350000.0
22758,44,61.0,2.0,172000.0
22783,47,58.0,2.0,140000.0
22787,11,110.0,3.0,159000.0
22795,53,79.0,2.0,170000.0
22797,53,52.0,2.0,155000.0
22816,53,197.0,5.0,750000.0
22817,55,37.0,1.0,140000.0
22819,53,101.0,3.0,400000.0
22823,39,40.0,1.0,130000.0
22825,53,170.0,4.0,495000.0
22828,15,74.0,3.0,185000.0
22829,39,100.0,4.0,305000.0
22830,39,57.0,2.0,172000.0
22831,39,57.0,2.0,175000.0
22832,39,57.0,2.0,185000.0
22833,32,82.0,3.0,210000.0
22834,32,52.0,2.0,145000.0
22835,32,52.0,2.0,160000.0
22836,32,52.0,2.0,162000.0
22837,32,52.0,2.0,162000.0
22839,20,44.0,2.0,180000.0
22842,53,170.0,4.0,370000.0
22843,39,78.0,3.0,254000.0
22844,39,78.0,3.0,268000.0
22845,39,78.0,3.0,282000.0
22848,32,38.0,1.0,123000.0
22849,32,38.0,1.0,121000.0
22850,32,38.0,1.0,123000.0
22852,56,165.0,5.0,470000.0
22853,32,52.0,2.0,142000.0
22857,39,133.0,4.0,392500.0
22858,39,133.0,4.0,405650.0
22860,39,133.0,4.0,425600.0
22861,39,81.0,3.0,228300.0
22862,39,81.0,3.0,233050.0
22863,39,81.0,3.0,252800.0
22864,39,81.0,3.0,252800.0
22865,39,53.0,2.0,164300.0
22866,39,53.0,2.0,169600.0
22867,39,53.0,2.0,169600.0
22868,53,350.0,4.0,1600000.0
22871,12,40.0,2.0,74900.0
22874,56,295.0,5.0,1250000.0
22890,54,37.0,1.0,125000.0
22907,12,43.0,2.0,90000.0
22909,28,150.0,5.0,235000.0
22988,39,37.0,1.0,98000.0
22992,53,585.0,6.0,1400000.0
22999,17,78.0,2.0,125000.0
23000,56,370.0,8.0,1150000.0
23001,56,241.0,4.0,1250000.0
23003,56,473.0,8.0,2100000.0
23006,23,37.0,1.0,71000.0
23007,56,440.0,7.0,1300000.0
23013,19,30.0,1.0,83000.0
23018,18,36.0,1.0,1643000.0
23019,18,40.0,1.0,1801000.0
23020,18,40.0,1.0,1777000.0
23021,18,40.0,1.0,1873000.0
23022,18,32.0,1.0,1442000.0
23023,18,40.0,1.0,1461000.0
23024,18,36.0,1.0,1665000.0
23025,18,40.0,1.0,1480000.0
23026,18,36.0,1.0,1559000.0
23027,18,36.0,1.0,1601000.0
23028,18,36.0,1.0,1622000.0
23029,18,36.0,1.0,1580000.0
23051,53,81.0,1.0,278000.0
23087,20,80.0,3.0,145000.0
23090,53,423.0,5.0,1150000.0
23091,51,125.0,4.0,270000.0
23103,30,75.0,4.0,145000.0
23110,56,31.0,1.0,95000.0
23125,48,82.0,3.0,220000.0
23137,27,37.0,1.0,85000.0
23139,20,46.0,2.0,80000.0
23141,60,126.0,3.0,630500.0
23142,60,126.0,3.0,635250.0
23143,60,126.0,3.0,630500.0
23144,60,126.0,3.0,655000.0
23145,60,126.0,3.0,700000.0
23146,60,126.0,3.0,670000.0
23147,60,126.0,3.0,750000.0
23148,60,71.0,2.0,425000.0
23149,60,71.0,2.0,430000.0
23150,60,77.0,2.0,410000.0
23151,60,77.0,2.0,410000.0
23152,60,270.0,3.0,1500000.0
23154,60,126.0,3.0,704000.0
23155,60,260.0,3.0,1400000.0
23157,60,118.0,3.0,900000.0
23158,20,40.0,1.0,190000.0
23159,60,126.0,3.0,660000.0
23160,20,45.0,1.0,145000.0
23161,20,51.0,1.0,145000.0
23162,60,126.0,3.0,605280.0
23163,60,71.0,2.0,435000.0
23164,60,126.0,3.0,720000.0
23165,60,77.0,2.0,405000.0
23166,60,215.0,4.0,6000.0
23167,20,89.0,2.0,300000.0
23173,48,58.0,1.0,140000.0
23177,20,51.0,2.0,235000.0
23178,20,51.0,2.0,235000.0
23193,54,43.0,2.0,98000.0
23201,34,33.0,1.0,92400.0
23202,34,33.0,1.0,95700.0
23203,34,41.0,1.0,114800.0
23211,18,28.0,1.0,1301000.0
23212,18,28.0,1.0,1317000.0
23213,18,26.0,1.0,1231000.0
23214,18,26.0,1.0,1247000.0
23215,18,33.0,1.0,1453000.0
23216,18,33.0,1.0,1472000.0
23217,18,32.0,1.0,1487000.0
23218,18,27.0,1.0,1223000.0
23219,18,27.0,1.0,1239000.0
23220,18,27.0,1.0,1254000.0
23221,18,27.0,1.0,1270000.0
23252,54,404.0,5.0,2100000.0
23256,44,48.0,2.0,125000.0
23257,44,54.0,2.0,127000.0
23258,44,84.0,1.0,138000.0
23265,46,87.0,2.0,210000.0
23266,46,87.0,2.0,210000.0
23267,46,86.0,2.0,210000.0
23268,46,42.0,2.0,157500.0
23269,46,107.0,4.0,365000.0
23270,46,42.0,2.0,165000.0
23271,46,42.0,2.0,165000.0
23272,46,46.0,2.0,165000.0
23273,46,127.0,4.0,540000.0
23276,56,156.0,3.0,1100000.0
23277,50,291.0,7.0,620000.0
23278,51,291.0,7.0,620000.0
23311,54,48.0,1.0,124000.0
23327,12,56.0,2.0,79000.0
23328,12,77.0,3.0,112000.0
23329,12,70.0,3.0,98000.0
23330,12,101.0,4.0,149000.0
23331,21,135.0,5.0,263000.0
23332,12,78.0,4.0,148000.0
23333,12,78.0,3.0,198000.0
23334,12,120.0,4.0,216000.0
23335,51,62.0,2.0,139500.0
23336,12,52.0,2.0,118000.0
23337,12,151.0,5.0,248000.0
23338,9,174.0,6.0,248000.0
23339,54,220.0,4.0,540000.0
23340,12,120.0,4.0,198000.0
23341,49,200.0,5.0,625000.0
23343,46,42.0,1.0,112000.0
23344,11,78.0,3.0,136000.0
23345,12,158.0,5.0,248000.0
23346,56,89.0,4.0,350000.0
23348,24,34.0,1.0,67000.0
23404,54,55.0,2.0,280000.0
23405,58,160.0,4.0,900000.0
23406,60,237.0,4.0,1450000.0
23407,49,218.0,4.0,1450000.0
23418,59,213.0,4.0,2100000.0
23419,54,213.0,4.0,2200000.0
23420,54,82.0,3.0,475000.0
23421,54,69.0,2.0,285000.0
23422,54,87.0,2.0,360000.0
23423,54,124.0,4.0,1200000.0
23424,60,120.0,3.0,700000.0
23425,60,188.0,3.0,990000.0
23426,52,76.0,3.0,390000.0
23427,58,82.0,3.0,450000.0
23429,54,88.0,3.0,465000.0
23430,60,82.0,2.0,550000.0
23431,60,82.0,2.0,550000.0
23432,60,150.0,3.0,830000.0
23433,60,150.0,3.0,830000.0
23434,60,131.0,3.0,750000.0
23435,60,75.0,2.0,445000.0
23437,60,237.0,4.0,1450000.0
23438,60,237.0,4.0,1450000.0
23439,60,180.0,3.0,850000.0
23440,53,218.0,4.0,1450000.0
23441,49,218.0,4.0,1450000.0
23442,53,286.0,4.0,1550000.0
23443,49,286.0,4.0,2200000.0
23447,60,65.0,2.0,359000.0
23448,60,120.0,3.0,560000.0
23449,60,120.0,3.0,620000.0
23450,60,115.0,3.0,575000.0
23451,60,120.0,3.0,620000.0
23452,60,217.0,3.0,1500000.0
23453,60,70.0,2.0,359000.0
23454,20,186.0,6.0,280000.0
23455,60,120.0,3.0,575000.0
23456,60,69.0,2.0,340000.0
23457,60,220.0,3.0,995000.0
23458,60,69.0,2.0,385000.0
23459,60,70.0,2.0,360000.0
23460,53,224.0,4.0,1650000.0
23461,49,224.0,4.0,1600000.0
23462,60,120.0,3.0,575000.0
23464,54,54.0,2.0,270000.0
23465,58,72.0,3.0,450000.0
23468,58,82.0,3.0,499000.0
23469,54,82.0,3.0,530000.0
23470,53,293.0,4.0,2250000.0
23472,60,220.0,3.0,995000.0
23473,49,100.0,3.0,385000.0
23474,48,205.0,3.0,290000.0
23477,60,400.0,4.0,2420000.0
23478,60,400.0,4.0,2420000.0
23479,52,69.0,2.0,220000.0
23480,53,235.0,4.0,1600000.0
23481,53,249.0,4.0,2000000.0
23482,60,110.0,3.0,590000.0
23483,59,145.0,4.0,860000.0
23484,53,249.0,4.0,1999999.0
23486,60,177.0,4.0,1050000.0
23487,60,200.0,3.0,1249000.0
23490,53,65.0,3.0,199000.0
23491,60,178.0,4.0,1300000.0
23492,50,252.0,4.0,870000.0
23494,13,43.0,2.0,117500.0
23495,13,51.0,2.0,132000.0
23496,13,46.0,2.0,123000.0
23497,60,275.0,3.0,1500000.0
23498,60,250.0,4.0,1750000.0
23499,60,212.0,4.0,1200000.0
23500,13,57.0,2.0,141000.0
23501,13,57.0,2.0,141000.0
23502,13,57.0,2.0,141000.0
23503,13,52.0,2.0,138000.0
23504,13,46.0,2.0,123000.0
23505,13,57.0,2.0,141000.0
23506,13,59.0,2.0,131000.0
23507,49,224.0,4.0,1450000.0
23508,53,224.0,4.0,1450000.0
23509,60,400.0,4.0,2420000.0
23510,60,87.0,2.0,420000.0
23511,60,70.0,2.0,359000.0
23515,60,123.0,3.0,499000.0
23520,60,400.0,4.0,2420000.0
23521,60,400.0,4.0,2150000.0
23522,60,400.0,4.0,2150000.0
23523,54,82.0,3.0,530000.0
23524,60,75.0,2.0,449000.0
23525,60,75.0,2.0,449000.0
23526,60,275.0,4.0,2100000.0
23527,60,148.0,4.0,930000.0
23528,60,275.0,4.0,2100000.0
23533,54,132.0,3.0,800000.0
23534,52,132.0,3.0,800000.0
23535,58,132.0,3.0,800000.0
23536,60,38.0,2.0,250000.0
23547,60,209.0,4.0,1149000.0
23548,60,212.0,4.0,1075000.0
23549,60,159.0,3.0,790000.0
23550,60,145.0,3.0,799000.0
23551,60,159.0,3.0,799000.0
23552,48,65.0,3.0,199000.0
23554,60,125.0,4.0,600000.0
23555,60,125.0,4.0,600000.0
23556,60,125.0,4.0,600000.0
23557,60,125.0,4.0,600000.0
23558,60,128.0,3.0,599999.0
23559,60,125.0,4.0,600000.0
23560,60,145.0,3.0,599999.0
23561,60,286.0,5.0,2100000.0
23562,60,286.0,5.0,2100000.0
23563,60,286.0,5.0,2000000.0
23564,53,224.0,4.0,1450000.0
23566,53,250.0,4.0,2000000.0
23567,53,250.0,4.0,2000000.0
23568,53,250.0,4.0,1999999.0
23569,60,82.0,2.0,440000.0
23570,51,151.0,4.0,795000.0
23571,51,151.0,4.0,785000.0
23572,54,151.0,4.0,785000.0
23573,56,151.0,4.0,785000.0
23574,59,151.0,4.0,785000.0
23575,54,151.0,4.0,795000.0
23576,51,81.0,3.0,469000.0
23577,60,150.0,3.0,850000.0
23578,60,207.0,4.0,750000.0
23579,60,123.0,3.0,499999.0
23580,54,150.0,3.0,850000.0
23581,60,66.0,2.0,349000.0
23582,60,199.0,4.0,930000.0
23583,60,237.0,4.0,1450000.0
23584,60,196.0,3.0,1200000.0
23585,60,196.0,3.0,1200000.0
23586,60,196.0,3.0,1200000.0
23588,52,100.0,3.0,600000.0
23590,60,110.0,3.0,650000.0
23593,54,148.0,3.0,1000000.0
23596,53,290.0,5.0,2400000.0
23597,53,225.0,4.0,1600000.0
23598,49,296.0,4.0,1600000.0
23599,60,200.0,4.0,1090000.0
23600,60,212.0,4.0,1090000.0
23601,60,190.0,4.0,940000.0
23602,53,300.0,5.0,1750000.0
23603,53,300.0,5.0,2000000.0
23604,53,180.0,4.0,1100000.0
23605,53,130.0,4.0,295000.0
23606,60,110.0,3.0,650000.0
23607,60,128.0,3.0,680000.0
23608,60,125.0,3.0,700000.0
23609,60,212.0,4.0,1150000.0
23610,60,125.0,3.0,660000.0
23611,60,125.0,3.0,700000.0
23612,60,150.0,3.0,879000.0
23613,60,159.0,3.0,799000.0
23614,54,82.0,3.0,505000.0
23615,58,82.0,3.0,500000.0
23616,60,220.0,3.0,1190000.0
23618,60,200.0,3.0,1249999.0
23619,60,123.0,3.0,499000.0
23620,60,125.0,3.0,660000.0
23622,60,200.0,3.0,1250000.0
23628,60,75.0,2.0,499999.0
