NS,surface_total_in_m2,rooms,price
51,130.0,4.0,320000.0
56,130.0,4.0,320000.0
56,130.0,3.0,320000.0
51,130.0,3.0,320000.0
51,130.0,3.0,320000.0
56,130.0,3.0,320000.0
53,45.0,1.0,127400.0
41,208.0,6.0,330000.0
45,460.0,7.0,590000.0
54,122.0,3.0,365000.0
56,175.0,5.0,950000.0
56,187.0,5.0,410000.0
51,122.0,5.0,295000.0
53,330.0,7.0,750000.0
54,145.0,5.0,330000.0
53,508.0,8.0,1500000.0
10,195.0,7.0,390000.0
56,118.0,5.0,385000.0
50,300.0,6.0,970000.0
56,401.0,4.0,995000.0
51,115.0,5.0,390000.0
20,94.0,4.0,180000.0
56,90.0,5.0,258000.0
59,317.0,7.0,1400000.0
54,185.0,6.0,530000.0
56,185.0,4.0,790000.0
51,445.0,7.0,1600000.0
12,132.0,3.0,135000.0
44,193.0,5.0,340000.0
15,86.0,3.0,105500.0
56,220.0,3.0,780000.0
49,50.0,2.0,158000.0
15,33.0,1.0,74000.0
60,77.0,2.0,390000.0
53,103.0,3.0,900000.0
53,118.0,4.0,480000.0
9,81.0,3.0,135000.0
53,210.0,5.0,815000.0
59,58.0,2.0,250000.0
60,180.0,4.0,1190000.0
60,190.0,4.0,1800000.0
53,59.0,3.0,210000.0
53,198.0,4.0,610000.0
39,100.0,3.0,248000.0
50,31.0,2.0,84000.0
51,310.0,7.0,790000.0
56,112.0,4.0,375000.0
51,112.0,4.0,375000.0
56,318.0,5.0,850000.0
50,269.0,5.0,570000.0
54,195.0,8.0,350000.0
4,370.0,6.0,300000.0
56,105.0,4.0,247000.0
32,295.0,4.0,138000.0
9,36.0,1.0,90000.0
32,326.0,5.0,540000.0
51,318.0,5.0,850000.0
54,120.0,4.0,390000.0
13,90.0,3.0,180000.0
2,220.0,5.0,320000.0
56,137.0,4.0,420000.0
51,137.0,4.0,420000.0
9,86.0,4.0,180000.0
50,46.0,2.0,110000.0
39,47.0,1.0,100936.0
39,47.0,1.0,111929.0
39,47.0,1.0,109145.0
39,47.0,1.0,108661.0
39,44.0,1.0,97702.0
39,44.0,1.0,110778.0
39,44.0,1.0,108617.0
39,44.0,1.0,106704.0
39,44.0,1.0,105798.0
39,44.0,1.0,94272.0
51,184.0,4.0,580000.0
54,95.0,4.0,263000.0
24,40.0,2.0,63000.0
24,29.0,1.0,46000.0
10,37.0,1.0,92500.0
10,37.0,1.0,91300.0
10,37.0,1.0,93300.0
10,36.0,1.0,87000.0
10,36.0,1.0,95300.0
35,89.0,3.0,270000.0
4,234.0,7.0,190000.0
7,33.0,1.0,79700.0
16,34.0,1.0,84500.0
4,170.0,4.0,230000.0
56,24.0,1.0,119200.0
56,68.0,2.0,67800.0
23,40.0,2.0,115000.0
20,39.0,2.0,70000.0
9,34.0,2.0,65000.0
12,34.0,2.0,83000.0
34,120.0,4.0,350000.0
56,30.0,2.0,85000.0
53,50.0,3.0,125000.0
27,36.0,1.0,91300.0
32,39.0,1.0,110000.0
34,42.0,1.0,138000.0
40,50.0,2.0,125000.0
39,69.0,3.0,149900.0
16,40.0,3.0,87000.0
27,37.0,1.0,85500.0
27,28.0,1.0,83000.0
27,28.0,1.0,81000.0
19,38.0,1.0,85000.0
19,29.0,1.0,75000.0
19,31.0,1.0,72000.0
19,31.0,1.0,78000.0
19,36.0,1.0,98000.0
54,51.0,2.0,165000.0
12,65.0,3.0,2180000.0
12,39.0,1.0,1348000.0
12,38.0,1.0,1318000.0
12,68.0,2.0,2387000.0
3,29.0,1.0,50000.0
40,73.0,2.0,168000.0
41,57.0,1.0,180000.0
56,95.0,3.0,238000.0
56,252.0,5.0,870000.0
56,124.0,5.0,330000.0
41,130.0,3.0,350000.0
27,42.0,1.0,76000.0
27,42.0,1.0,80500.0
27,58.0,2.0,102000.0
54,302.0,4.0,1680000.0
51,252.0,5.0,870000.0
41,130.0,4.0,365000.0
50,39.0,2.0,105000.0
60,214.0,4.0,1600000.0
60,214.0,4.0,1400000.0
60,188.0,3.0,1130000.0
60,189.0,3.0,1250000.0
60,214.0,4.0,1400000.0
60,188.0,3.0,1200000.0
60,214.0,4.0,1480000.0
60,186.0,4.0,1164600.0
60,192.0,3.0,1250000.0
54,40.0,2.0,102000.0
54,40.0,2.0,102000.0
54,48.0,2.0,120000.0
60,159.0,4.0,1111000.0
60,186.0,3.0,1100000.0
60,188.0,4.0,1252000.0
56,208.0,6.0,650000.0
34,59.0,3.0,125000.0
6,86.0,3.0,168000.0
8,35.0,2.0,80000.0
45,35.0,1.0,83000.0
35,39.0,1.0,85555.0
20,43.0,1.0,1624903.0
20,62.0,2.0,2248438.0
39,80.0,3.0,195000.0
27,64.0,3.0,134000.0
41,243.0,7.0,389000.0
32,74.0,3.0,185112.0
20,65.0,2.0,98000.0
15,62.0,2.0,84500.0
53,178.0,4.0,1300000.0
53,146.0,5.0,395000.0
12,55.0,3.0,123500.0
39,100.0,3.0,245000.0
56,436.0,5.0,1100000.0
12,189.0,5.0,328000.0
11,54.0,2.0,85000.0
56,341.0,5.0,1250000.0
11,208.0,5.0,260000.0
56,299.0,5.0,1800000.0
46,55.0,2.0,173310.0
56,291.0,4.0,880000.0
50,291.0,4.0,880000.0
46,39.0,1.0,114939.0
54,82.0,2.0,300000.0
50,191.0,5.0,430000.0
58,32.0,1.0,95000.0
10,35.0,2.0,79000.0
54,185.0,5.0,530000.0
54,320.0,4.0,1050000.0
56,46.0,1.0,168000.0
26,35.0,1.0,72000.0
34,60.0,3.0,175000.0
12,61.0,3.0,139000.0
11,105.0,4.0,170000.0
60,119.0,3.0,725000.0
60,252.0,5.0,1750000.0
50,682.0,8.0,990000.0
60,180.0,3.0,1100000.0
60,246.0,5.0,1700000.0
60,246.0,5.0,1519000.0
60,246.0,5.0,1525000.0
60,185.0,5.0,1224299.0
60,253.0,5.0,1622250.0
46,53.0,2.0,170849.0
46,46.0,2.0,198044.0
46,43.0,2.0,187110.0
12,50.0,2.0,70000.0
12,45.0,2.0,109000.0
56,172.0,3.0,780000.0
50,172.0,3.0,780000.0
56,187.0,8.0,395000.0
40,69.0,2.0,1939464.0
40,84.0,2.0,2205954.0
34,54.0,2.0,115000.0
57,77.0,3.0,255000.0
53,230.0,7.0,520000.0
60,80.0,2.0,450000.0
46,37.0,1.0,1807600.0
46,37.0,1.0,1807600.0
46,43.0,1.0,2145902.0
46,43.0,1.0,2246077.0
46,35.0,1.0,1828187.0
46,35.0,1.0,1965331.0
46,37.0,1.0,2077635.0
34,48.0,1.0,65000.0
51,174.0,6.0,440000.0
7,48.0,2.0,86000.0
11,38.0,1.0,80000.0
56,221.0,4.0,785000.0
56,155.0,6.0,510000.0
10,49.0,1.0,81000.0
60,90.0,3.0,440000.0
54,293.0,4.0,890000.0
9,235.0,6.0,240000.0
46,53.0,2.0,170527.0
46,71.0,3.0,248864.0
46,56.0,2.0,152375.0
46,53.0,2.0,152375.0
46,53.0,2.0,167612.0
45,36.0,1.0,93000.0
56,329.0,5.0,990000.0
10,35.0,1.0,99000.0
34,75.0,2.0,195000.0
60,150.0,4.0,850000.0
12,65.0,2.0,145000.0
56,40.0,1.0,128651.0
40,25.0,1.0,52000.0
24,40.0,2.0,95000.0
24,56.0,3.0,140000.0
53,108.0,3.0,279000.0
32,95.0,4.0,180000.0
56,164.0,4.0,375000.0
30,275.0,4.0,250000.0
56,405.0,8.0,875000.0
55,31.0,1.0,113000.0
9,160.0,6.0,190000.0
54,110.0,4.0,380000.0
10,55.0,3.0,93000.0
51,62.0,2.0,220000.0
56,184.0,4.0,790000.0
9,74.0,3.0,149000.0
12,45.0,2.0,90000.0
40,69.0,2.0,1939464.0
40,84.0,2.0,2205954.0
40,83.0,2.0,2190564.0
40,92.0,2.0,2481516.0
51,50.0,2.0,115000.0
39,100.0,3.0,180000.0
51,45.0,2.0,135000.0
6,96.0,4.0,169000.0
13,204.0,4.0,320000.0
60,178.0,3.0,1050000.0
49,112.0,4.0,415000.0
39,25.0,1.0,68000.0
6,90.0,4.0,140000.0
53,66.0,2.0,235000.0
20,69.0,2.0,155000.0
30,50.0,2.0,92000.0
53,198.0,5.0,750000.0
53,227.0,5.0,849000.0
54,50.0,2.0,176000.0
35,43.0,1.0,1500000.0
7,25.0,1.0,82000.0
16,45.0,1.0,1370000.0
12,37.0,1.0,79800.0
19,33.0,1.0,79000.0
48,44.0,1.0,110000.0
52,53.0,1.0,128000.0
53,132.0,3.0,259900.0
6,79.0,3.0,150000.0
24,267.0,6.0,285000.0
26,38.0,1.0,84900.0
39,39.0,1.0,117800.0
39,52.0,1.0,121300.0
49,37.0,1.0,110000.0
39,53.0,2.0,177200.0
39,79.0,3.0,236300.0
39,133.0,4.0,384000.0
52,70.0,3.0,257000.0
52,70.0,3.0,246600.0
9,55.0,2.0,115000.0
26,88.0,3.0,198500.0
6,97.0,4.0,169000.0
39,213.0,5.0,350000.0
44,61.0,2.0,172000.0
47,58.0,2.0,140000.0
11,110.0,3.0,159000.0
53,79.0,2.0,170000.0
53,52.0,2.0,155000.0
53,197.0,5.0,750000.0
55,37.0,1.0,140000.0
53,101.0,3.0,400000.0
39,40.0,1.0,130000.0
53,170.0,4.0,495000.0
15,74.0,3.0,185000.0
39,100.0,4.0,305000.0
39,57.0,2.0,172000.0
39,57.0,2.0,175000.0
39,57.0,2.0,185000.0
32,82.0,3.0,210000.0
32,52.0,2.0,145000.0
32,52.0,2.0,160000.0
32,52.0,2.0,162000.0
32,52.0,2.0,162000.0
20,44.0,2.0,180000.0
53,170.0,4.0,370000.0
39,78.0,3.0,254000.0
39,78.0,3.0,268000.0
39,78.0,3.0,282000.0
32,38.0,1.0,123000.0
32,38.0,1.0,121000.0
32,38.0,1.0,123000.0
56,165.0,5.0,470000.0
32,52.0,2.0,142000.0
39,133.0,4.0,392500.0
39,133.0,4.0,405650.0
39,133.0,4.0,425600.0
39,81.0,3.0,228300.0
39,81.0,3.0,233050.0
39,81.0,3.0,252800.0
39,81.0,3.0,252800.0
39,53.0,2.0,164300.0
39,53.0,2.0,169600.0
39,53.0,2.0,169600.0
53,350.0,4.0,1600000.0
12,40.0,2.0,74900.0
56,295.0,5.0,1250000.0
54,37.0,1.0,125000.0
12,43.0,2.0,90000.0
28,150.0,5.0,235000.0
39,37.0,1.0,98000.0
53,585.0,6.0,1400000.0
17,78.0,2.0,125000.0
56,370.0,8.0,1150000.0
56,241.0,4.0,1250000.0
56,473.0,8.0,2100000.0
23,37.0,1.0,71000.0
56,440.0,7.0,1300000.0
19,30.0,1.0,83000.0
18,36.0,1.0,1643000.0
18,40.0,1.0,1801000.0
18,40.0,1.0,1777000.0
18,40.0,1.0,1873000.0
18,32.0,1.0,1442000.0
18,40.0,1.0,1461000.0
18,36.0,1.0,1665000.0
18,40.0,1.0,1480000.0
18,36.0,1.0,1559000.0
18,36.0,1.0,1601000.0
18,36.0,1.0,1622000.0
18,36.0,1.0,1580000.0
53,81.0,1.0,278000.0
20,80.0,3.0,145000.0
53,423.0,5.0,1150000.0
51,125.0,4.0,270000.0
30,75.0,4.0,145000.0
56,31.0,1.0,95000.0
48,82.0,3.0,220000.0
27,37.0,1.0,85000.0
20,46.0,2.0,80000.0
60,126.0,3.0,630500.0
60,126.0,3.0,635250.0
60,126.0,3.0,630500.0
60,126.0,3.0,655000.0
60,126.0,3.0,700000.0
60,126.0,3.0,670000.0
60,126.0,3.0,750000.0
60,71.0,2.0,425000.0
60,71.0,2.0,430000.0
60,77.0,2.0,410000.0
60,77.0,2.0,410000.0
60,270.0,3.0,1500000.0
60,126.0,3.0,704000.0
60,260.0,3.0,1400000.0
60,118.0,3.0,900000.0
20,40.0,1.0,190000.0
60,126.0,3.0,660000.0
20,45.0,1.0,145000.0
20,51.0,1.0,145000.0
60,126.0,3.0,605280.0
60,71.0,2.0,435000.0
60,126.0,3.0,720000.0
60,77.0,2.0,405000.0
60,215.0,4.0,6000.0
20,89.0,2.0,300000.0
48,58.0,1.0,140000.0
20,51.0,2.0,235000.0
20,51.0,2.0,235000.0
54,43.0,2.0,98000.0
34,33.0,1.0,92400.0
34,33.0,1.0,95700.0
34,41.0,1.0,114800.0
18,28.0,1.0,1301000.0
18,28.0,1.0,1317000.0
18,26.0,1.0,1231000.0
18,26.0,1.0,1247000.0
18,33.0,1.0,1453000.0
18,33.0,1.0,1472000.0
18,32.0,1.0,1487000.0
18,27.0,1.0,1223000.0
18,27.0,1.0,1239000.0
18,27.0,1.0,1254000.0
18,27.0,1.0,1270000.0
54,404.0,5.0,2100000.0
44,48.0,2.0,125000.0
44,54.0,2.0,127000.0
44,84.0,1.0,138000.0
46,87.0,2.0,210000.0
46,87.0,2.0,210000.0
46,86.0,2.0,210000.0
46,42.0,2.0,157500.0
46,107.0,4.0,365000.0
46,42.0,2.0,165000.0
46,42.0,2.0,165000.0
46,46.0,2.0,165000.0
46,127.0,4.0,540000.0
56,156.0,3.0,1100000.0
50,291.0,7.0,620000.0
51,291.0,7.0,620000.0
54,48.0,1.0,124000.0
12,56.0,2.0,79000.0
12,77.0,3.0,112000.0
12,70.0,3.0,98000.0
12,101.0,4.0,149000.0
21,135.0,5.0,263000.0
12,78.0,4.0,148000.0
12,78.0,3.0,198000.0
12,120.0,4.0,216000.0
51,62.0,2.0,139500.0
12,52.0,2.0,118000.0
12,151.0,5.0,248000.0
9,174.0,6.0,248000.0
54,220.0,4.0,540000.0
12,120.0,4.0,198000.0
49,200.0,5.0,625000.0
46,42.0,1.0,112000.0
11,78.0,3.0,136000.0
12,158.0,5.0,248000.0
56,89.0,4.0,350000.0
24,34.0,1.0,67000.0
54,55.0,2.0,280000.0
58,160.0,4.0,900000.0
60,237.0,4.0,1450000.0
49,218.0,4.0,1450000.0
59,213.0,4.0,2100000.0
54,213.0,4.0,2200000.0
54,82.0,3.0,475000.0
54,69.0,2.0,285000.0
54,87.0,2.0,360000.0
54,124.0,4.0,1200000.0
60,120.0,3.0,700000.0
60,188.0,3.0,990000.0
52,76.0,3.0,390000.0
58,82.0,3.0,450000.0
54,88.0,3.0,465000.0
60,82.0,2.0,550000.0
60,82.0,2.0,550000.0
60,150.0,3.0,830000.0
60,150.0,3.0,830000.0
60,131.0,3.0,750000.0
60,75.0,2.0,445000.0
60,237.0,4.0,1450000.0
60,237.0,4.0,1450000.0
60,180.0,3.0,850000.0
53,218.0,4.0,1450000.0
49,218.0,4.0,1450000.0
53,286.0,4.0,1550000.0
49,286.0,4.0,2200000.0
60,65.0,2.0,359000.0
60,120.0,3.0,560000.0
60,120.0,3.0,620000.0
60,115.0,3.0,575000.0
60,120.0,3.0,620000.0
60,217.0,3.0,1500000.0
60,70.0,2.0,359000.0
20,186.0,6.0,280000.0
60,120.0,3.0,575000.0
60,69.0,2.0,340000.0
60,220.0,3.0,995000.0
60,69.0,2.0,385000.0
60,70.0,2.0,360000.0
53,224.0,4.0,1650000.0
49,224.0,4.0,1600000.0
60,120.0,3.0,575000.0
54,54.0,2.0,270000.0
58,72.0,3.0,450000.0
58,82.0,3.0,499000.0
54,82.0,3.0,530000.0
53,293.0,4.0,2250000.0
60,220.0,3.0,995000.0
49,100.0,3.0,385000.0
48,205.0,3.0,290000.0
60,400.0,4.0,2420000.0
60,400.0,4.0,2420000.0
52,69.0,2.0,220000.0
53,235.0,4.0,1600000.0
53,249.0,4.0,2000000.0
60,110.0,3.0,590000.0
59,145.0,4.0,860000.0
53,249.0,4.0,1999999.0
60,177.0,4.0,1050000.0
60,200.0,3.0,1249000.0
53,65.0,3.0,199000.0
60,178.0,4.0,1300000.0
50,252.0,4.0,870000.0
13,43.0,2.0,117500.0
13,51.0,2.0,132000.0
13,46.0,2.0,123000.0
60,275.0,3.0,1500000.0
60,250.0,4.0,1750000.0
60,212.0,4.0,1200000.0
13,57.0,2.0,141000.0
13,57.0,2.0,141000.0
13,57.0,2.0,141000.0
13,52.0,2.0,138000.0
13,46.0,2.0,123000.0
13,57.0,2.0,141000.0
13,59.0,2.0,131000.0
49,224.0,4.0,1450000.0
53,224.0,4.0,1450000.0
60,400.0,4.0,2420000.0
60,87.0,2.0,420000.0
60,70.0,2.0,359000.0
60,123.0,3.0,499000.0
60,400.0,4.0,2420000.0
60,400.0,4.0,2150000.0
60,400.0,4.0,2150000.0
54,82.0,3.0,530000.0
60,75.0,2.0,449000.0
60,75.0,2.0,449000.0
60,275.0,4.0,2100000.0
60,148.0,4.0,930000.0
60,275.0,4.0,2100000.0
54,132.0,3.0,800000.0
52,132.0,3.0,800000.0
58,132.0,3.0,800000.0
60,38.0,2.0,250000.0
60,209.0,4.0,1149000.0
60,212.0,4.0,1075000.0
60,159.0,3.0,790000.0
60,145.0,3.0,799000.0
60,159.0,3.0,799000.0
48,65.0,3.0,199000.0
60,125.0,4.0,600000.0
60,125.0,4.0,600000.0
60,125.0,4.0,600000.0
60,125.0,4.0,600000.0
60,128.0,3.0,599999.0
60,125.0,4.0,600000.0
60,145.0,3.0,599999.0
60,286.0,5.0,2100000.0
60,286.0,5.0,2100000.0
60,286.0,5.0,2000000.0
53,224.0,4.0,1450000.0
53,250.0,4.0,2000000.0
53,250.0,4.0,2000000.0
53,250.0,4.0,1999999.0
60,82.0,2.0,440000.0
51,151.0,4.0,795000.0
51,151.0,4.0,785000.0
54,151.0,4.0,785000.0
56,151.0,4.0,785000.0
59,151.0,4.0,785000.0
54,151.0,4.0,795000.0
51,81.0,3.0,469000.0
60,150.0,3.0,850000.0
60,207.0,4.0,750000.0
60,123.0,3.0,499999.0
54,150.0,3.0,850000.0
60,66.0,2.0,349000.0
60,199.0,4.0,930000.0
60,237.0,4.0,1450000.0
60,196.0,3.0,1200000.0
60,196.0,3.0,1200000.0
60,196.0,3.0,1200000.0
52,100.0,3.0,600000.0
60,110.0,3.0,650000.0
54,148.0,3.0,1000000.0
53,290.0,5.0,2400000.0
53,225.0,4.0,1600000.0
49,296.0,4.0,1600000.0
60,200.0,4.0,1090000.0
60,212.0,4.0,1090000.0
60,190.0,4.0,940000.0
53,300.0,5.0,1750000.0
53,300.0,5.0,2000000.0
53,180.0,4.0,1100000.0
53,130.0,4.0,295000.0
60,110.0,3.0,650000.0
60,128.0,3.0,680000.0
60,125.0,3.0,700000.0
60,212.0,4.0,1150000.0
60,125.0,3.0,660000.0
60,125.0,3.0,700000.0
60,150.0,3.0,879000.0
60,159.0,3.0,799000.0
54,82.0,3.0,505000.0
58,82.0,3.0,500000.0
60,220.0,3.0,1190000.0
60,200.0,3.0,1249999.0
60,123.0,3.0,499000.0
60,125.0,3.0,660000.0
60,200.0,3.0,1250000.0
60,75.0,2.0,499999.0
60,75.0,2.0,499999.0
60,75.0,2.0,499999.0
59,85.0,3.0,450000.0
60,212.0,4.0,1090000.0
60,209.0,4.0,1165000.0
60,212.0,4.0,1140000.0
60,212.0,4.0,1190000.0
60,212.0,4.0,1180000.0
60,212.0,4.0,1280000.0
60,212.0,4.0,1340000.0
60,212.0,4.0,1370000.0
60,212.0,4.0,1230000.0
60,212.0,4.0,1400000.0
60,212.0,4.0,1450000.0
60,236.0,4.0,1490000.0
60,212.0,4.0,1550000.0
60,249.0,4.0,1500000.0
60,212.0,4.0,1150000.0
60,335.0,5.0,2450000.0
54,69.0,2.0,369000.0
53,100.0,3.0,425000.0
53,100.0,3.0,425000.0
49,100.0,3.0,385000.0
53,100.0,3.0,385000.0
60,400.0,4.0,2420000.0
60,400.0,4.0,2420000.0
60,400.0,4.0,2150000.0
60,196.0,3.0,1200000.0
60,70.0,2.0,340000.0
60,212.0,4.0,1250000.0
60,212.0,4.0,1300000.0
60,212.0,4.0,1350000.0
60,212.0,4.0,1290000.0
58,55.0,2.0,270000.0
59,240.0,5.0,1400000.0
52,240.0,5.0,1400000.0
60,212.0,4.0,1290000.0
58,100.0,3.0,495000.0
58,76.0,3.0,499000.0
54,176.0,4.0,799999.0
51,176.0,4.0,799999.0
59,176.0,4.0,790000.0
54,176.0,4.0,790000.0
60,212.0,4.0,1250000.0
58,240.0,5.0,1400000.0
54,240.0,5.0,1400000.0
56,252.0,4.0,870000.0
54,252.0,4.0,870000.0
51,252.0,4.0,870000.0
55,155.0,4.0,1020000.0
54,82.0,3.0,465000.0
60,130.0,3.0,710000.0
58,110.0,4.0,685000.0
54,82.0,2.0,390000.0
54,82.0,2.0,390000.0
58,82.0,2.0,390000.0
52,82.0,2.0,390000.0
59,81.0,2.0,390000.0
60,66.0,2.0,359000.0
53,224.0,3.0,1450000.0
56,210.0,5.0,850000.0
60,212.0,4.0,1175000.0
60,188.0,3.0,990000.0
60,214.0,4.0,1200000.0
60,236.0,4.0,1550000.0
60,212.0,4.0,1350000.0
60,214.0,4.0,1398000.0
60,192.0,4.0,1150000.0
60,192.0,4.0,1050000.0
60,159.0,3.0,850000.0
60,70.0,2.0,340000.0
60,250.0,4.0,1449000.0
60,186.0,3.0,990000.0
60,214.0,4.0,1275000.0
60,214.0,4.0,1350000.0
58,55.0,2.0,275000.0
59,55.0,2.0,275000.0
60,212.0,4.0,1350000.0
60,120.0,3.0,550000.0
54,291.0,5.0,1700000.0
60,233.0,4.0,1500000.0
60,120.0,3.0,550000.0
60,120.0,3.0,550000.0
60,177.0,3.0,1050000.0
60,185.0,3.0,1000000.0
60,185.0,3.0,1000000.0
54,300.0,5.0,2500000.0
49,296.0,4.0,1600000.0
53,296.0,4.0,1600000.0
49,296.0,4.0,1600000.0
59,100.0,3.0,379000.0
54,296.0,4.0,1600000.0
54,296.0,4.0,1550000.0
59,291.0,5.0,1700000.0
58,291.0,5.0,1700000.0
60,212.0,4.0,1150000.0
60,183.0,3.0,950000.0
56,255.0,4.0,619999.0
60,212.0,4.0,1300000.0
54,99.0,4.0,575000.0
60,126.0,2.0,820000.0
60,165.0,3.0,750000.0
60,212.0,4.0,1200000.0
60,135.0,3.0,850000.0
60,212.0,4.0,1300000.0
60,212.0,4.0,1205000.0
60,212.0,4.0,1250000.0
53,83.0,2.0,420000.0
60,82.0,2.0,570000.0
60,196.0,4.0,1300000.0
60,196.0,3.0,1250000.0
49,450.0,5.0,2200000.0
49,426.0,4.0,2200000.0
54,255.0,4.0,619999.0
56,255.0,4.0,619999.0
51,255.0,4.0,619999.0
59,255.0,4.0,619999.0
60,130.0,3.0,710000.0
60,130.0,3.0,710000.0
54,92.0,3.0,530000.0
58,92.0,3.0,530000.0
52,92.0,3.0,527000.0
59,92.0,3.0,530000.0
57,92.0,3.0,530000.0
60,192.0,3.0,990000.0
60,192.0,3.0,990000.0
53,83.0,2.0,420000.0
60,150.0,3.0,650000.0
60,150.0,3.0,650000.0
60,65.0,2.0,380000.0
60,65.0,2.0,350000.0
51,210.0,5.0,850000.0
58,31.0,1.0,155000.0
54,38.0,1.0,185000.0
52,38.0,1.0,155000.0
57,38.0,1.0,185000.0
53,225.0,4.0,1550000.0
58,58.0,2.0,220000.0
52,58.0,2.0,230000.0
54,58.0,2.0,230000.0
54,58.0,2.0,220000.0
58,58.0,2.0,220000.0
52,58.0,2.0,220000.0
60,67.0,2.0,389000.0
60,275.0,3.0,1500000.0
60,275.0,3.0,1500000.0
60,66.0,2.0,358999.0
60,66.0,2.0,379000.0
60,66.0,2.0,339000.0
60,174.0,3.0,950000.0
51,147.0,4.0,775000.0
52,55.0,2.0,260000.0
54,213.0,4.0,2200000.0
59,233.0,5.0,1100000.0
54,233.0,5.0,1100000.0
54,196.0,5.0,825000.0
59,196.0,5.0,825000.0
59,87.0,3.0,400000.0
54,87.0,3.0,400000.0
34,140.0,8.0,180000.0
18,74.0,3.0,140000.0
18,120.0,4.0,180000.0
56,182.0,4.0,680000.0
3,29.0,1.0,50000.0
49,285.0,5.0,370000.0
3,65.0,2.0,120000.0
37,24.0,1.0,59000.0
2,50.0,3.0,55000.0
51,94.0,4.0,255000.0
23,600.0,7.0,700000.0
23,250.0,7.0,270000.0
51,82.0,3.0,189000.0
51,120.0,4.0,370000.0
9,220.0,5.0,295000.0
54,105.0,4.0,250000.0
47,60.0,2.0,150000.0
30,38.0,1.0,100000.0
30,230.0,4.0,230000.0
4,115.0,1.0,125000.0
20,72.0,3.0,123000.0
54,112.0,4.0,400000.0
24,45.0,2.0,80500.0
32,90.0,3.0,186000.0
54,140.0,3.0,385000.0
20,83.0,2.0,94000.0
27,83.0,2.0,94000.0
10,83.0,2.0,94000.0
27,41.0,2.0,75000.0
20,94.0,4.0,182000.0
30,60.0,3.0,98000.0
4,320.0,4.0,195000.0
56,150.0,4.0,442000.0
50,49.0,2.0,200000.0
20,169.0,5.0,270000.0
10,41.0,1.0,66000.0
53,232.0,5.0,650000.0
53,238.0,7.0,695000.0
11,33.0,1.0,62000.0
30,56.0,2.0,110000.0
20,70.0,1.0,175000.0
30,169.0,5.0,280000.0
23,65.0,3.0,165000.0
30,30.0,1.0,70000.0
30,41.0,2.0,83000.0
30,74.0,3.0,140000.0
30,35.0,1.0,70000.0
30,73.0,3.0,130000.0
56,190.0,5.0,310000.0
39,44.0,1.0,94272.0
39,44.0,1.0,97702.0
39,44.0,1.0,110778.0
39,44.0,1.0,108617.0
39,44.0,1.0,106704.0
39,44.0,1.0,105798.0
39,47.0,1.0,100936.0
39,47.0,1.0,111929.0
39,47.0,1.0,109145.0
39,47.0,1.0,108661.0
29,38.0,1.0,80000.0
32,70.0,3.0,180000.0
27,65.0,3.0,125000.0
32,75.0,3.0,200000.0
56,120.0,4.0,349000.0
54,37.0,1.0,125000.0
54,220.0,8.0,650000.0
30,53.0,2.0,129900.0
20,68.0,3.0,130000.0
53,245.0,5.0,520000.0
53,40.0,1.0,159900.0
20,96.0,2.0,350000.0
50,144.0,5.0,475000.0
55,105.0,3.0,320000.0
28,55.0,3.0,130000.0
12,120.0,4.0,280000.0
9,60.0,3.0,126000.0
51,65.0,3.0,126000.0
51,190.0,5.0,469000.0
51,190.0,5.0,469000.0
51,190.0,5.0,469000.0
56,190.0,5.0,469000.0
9,80.0,4.0,159000.0
6,80.0,4.0,159000.0
51,80.0,4.0,159000.0
53,129.0,4.0,310000.0
53,44.0,1.0,149000.0
53,43.0,1.0,157500.0
53,130.0,4.0,502600.0
53,75.0,2.0,234500.0
32,47.0,3.0,91000.0
48,35.0,1.0,130000.0
6,36.0,2.0,74900.0
34,100.0,2.0,165000.0
30,36.0,2.0,82000.0
9,44.0,1.0,105000.0
11,99.0,4.0,129000.0
47,40.0,2.0,138000.0
49,55.0,2.0,172000.0
12,90.0,3.0,128000.0
54,46.0,2.0,150000.0
54,67.0,2.0,185000.0
53,78.0,3.0,225000.0
23,211.0,5.0,135000.0
23,260.0,8.0,286000.0
23,85.0,3.0,110000.0
23,120.0,4.0,120000.0
23,130.0,2.0,143000.0
51,125.0,5.0,249500.0
20,46.0,1.0,145000.0
39,43.0,1.0,98937.0
13,145.0,4.0,270000.0
7,325.0,5.0,398000.0
19,76.0,3.0,159000.0
60,130.0,4.0,1100000.0
16,29.0,1.0,55900.0
24,215.0,5.0,375000.0
24,415.0,5.0,300000.0
30,32.0,2.0,75000.0
24,41.0,2.0,95000.0
53,141.0,4.0,460000.0
21,44.0,2.0,97000.0
53,158.0,2.0,320000.0
53,93.0,3.0,315000.0
53,93.0,3.0,322000.0
22,320.0,4.0,790000.0
51,214.0,5.0,670000.0
51,240.0,7.0,670000.0
53,171.0,5.0,830000.0
60,330.0,5.0,1950000.0
60,114.0,3.0,550000.0
34,39.0,1.0,74900.0
34,50.0,2.0,95700.0
20,54.0,3.0,100000.0
60,188.0,3.0,1150000.0
60,76.0,2.0,400000.0
20,142.0,4.0,165000.0
60,209.0,4.0,1200000.0
60,200.0,4.0,1300000.0
46,39.0,1.0,37200.0
46,130.0,4.0,130000.0
54,47.0,1.0,2496151.0
6,96.0,3.0,200000.0
53,52.0,2.0,209000.0
53,90.0,3.0,365000.0
